,Word,Senses,Glosa,PoS,SynsetPoS
1729,torneig,1,van preparar un torneig de futbol per a la festa major,n,cat-30-07464725-n
1730,torneig,2,el torneig entre cavallers era una pràctica molt estesa durant l'Edat Mitjana,n,cat-30-07472460-n
1731,torrent,1,un torrent de gent,n,cat-30-14005892-n
1732,tot,2,Europa com un tot,n,cat-30-05869584-n
1733,total,10,un compromís total,a,cat-30-00523479-a
1734,total,1,el total de ferits era sorprenent,n,cat-30-05861067-n
1735,total,2,un desastre total,a,cat-30-00005205-a
1736,total,2,va pujar el 10% del total anual,n,cat-30-04353803-n
1737,total,3,un desastre total,a,cat-30-00522885-a
1738,total,7,un compromís total,a,cat-30-02180486-a
1739,totalitat,4,la totalitat de la literatura americana,n,cat-30-05869584-n
1740,totalitat,5,estava horroritzat per la totalitat de la destrucció,n,cat-30-14461231-n
1741,totalitat,6,va portar la totalitat de les seves coses,n,cat-30-07954731-n
1742,totalitat,7,la totalitat de l'estat que tot ho abraça,n,cat-30-04765851-n
1743,traçat,3,el traçat nord-est de la costa,n,cat-30-08681222-n
1744,tractament,2,el tractament dels presoners,n,cat-30-01134861-n
1745,tractament,3,el tractament que fa dels paisatges és similar al de l'arquitectura italiana,n,cat-30-04929976-n
1746,tracte,4,va arribar a dalt de tot de l'empresa per una sèrie de tractes obscurs,n,cat-30-06771159-n
1747,tracte,6,sense ell no podíem fer cap mena de tracte,n,cat-30-01106808-n
1748,tracte,7,un tracte honest,n,cat-30-01135372-n
1749,tracte,8,té poc tracte amb els veïns,n,cat-30-00040804-n
1750,trajectòria,3,els historiadors només poden destacar les trajectòries de les quals hi ha evidències,n,cat-30-08377085-n
1751,trajectòria,5,l'huracà va destrossar les cases que es trobaven a la seva trajectòria,n,cat-30-09387222-n
1752,trajectòria,6,el general havia tingut una trajectòria distingida,n,cat-30-00282613-n
1753,trama,1,"els personatges estaven ben definits, però la trama era fluixa",n,cat-30-06373314-n
1754,transacció,2,sempre ha estat honesta en les seves transaccions comercials,n,cat-30-01106808-n
1755,transcendència,1,decisions de gran trascendència preses pel propi president,n,cat-30-05170574-n
1756,transformació,2,una fotografia és una transformació d'una escena en una superfície bidimensional,n,cat-30-00398704-n
1757,treball,10,érem cinc alumnes fent el treball,n,cat-30-00728849-n
1758,treball,1,va costar molt treball trobar el poble,n,cat-30-00575741-n
1759,treball,2,treball temporal,n,cat-30-00584367-n
1760,treball,3,els treballs de reparació del motor van durar moltes hores,n,cat-30-00719705-n
1761,treballador,1,aquesta empresa té 52 treballadors,n,cat-30-10053808-n
1762,treballador,2,el meu avi sempre ha sigut treballador de la terra,n,cat-30-09632518-n
1763,trencament,1,el trencament era inevitable,n,cat-30-00376400-n
1764,trencament,3,esperaven evitar un trencament de les relacions,n,cat-30-07313814-n
1765,tres,1,va comprar tres pomes per al pastís,n,cat-30-13744044-n
1766,triomf,2,estava content d'haver-se endut el triomf,n,cat-30-07354731-n
1767,tristor,1,estava cansada de la misèria i la tristor,n,cat-30-07533978-n
1768,trobada,4,la trobada internacional sobre la bulímia i l'anorèxia va ser tot un èxit,n,cat-30-01230965-n
1769,tropa,3,una tropa de nens,n,cat-30-08274565-n
1770,tros,3,un tros de pastís,n,cat-30-03932203-n
1771,assignació,3,L'assignació d'atur,n,cat-30-13286254-n
1772,trosset,1,l'únic que necessitava era un trosset de paper,n,cat-30-13761407-n
1773,trosset,2,se li va ficar un trosset de pedra a l'ull,n,cat-30-09222051-n
1774,trosset,3,l'únic que necessitava era un trosset de paper,n,cat-30-13771034-n
1775,trucada,1,va sentir la trucada telefònica però no va voler contestar,n,cat-30-06272803-n
1776,turisme,2,turisme rural,n,cat-30-00298161-n
1777,ull,2,estaven a l'ull de l'huracà,n,cat-30-08523483-n
1778,ullada,2,va sortir a fer una ullada,n,cat-30-00877127-n
1779,unitat,3,la unitat monetària dels Estats Units és el dòlar,n,cat-30-13583724-n
1780,unitat,9,unitats dels àcids nucleics,n,cat-30-09465459-n
1781,univers,1,estudien l'evolució de l'univers,n,cat-30-09466280-n
1782,urgència,3,la urgència de la seva necessitat,n,cat-30-05171800-n
1783,urgència,4,la urgència de l'assistència mèdica,n,cat-30-14033054-n
1784,ús,1,els esglaons estaven gastats per l'ús,n,cat-30-00947128-n
1785,ús,2,va fer un bon ús del seus coneixements,n,cat-30-05149978-n
1786,ús,5,s'ho va comprar per a ús diari,n,cat-30-00830257-n
1787,usual,1,va arribar a l'hora usual,a,cat-30-00489108-a
1788,utilitat,1,quina utilitat té preocupar-se?,n,cat-30-05159725-n
1789,va,10,esforços vans per reparar les canonades,a,cat-30-01198019-a
1790,va,11,esforços vans per reparar les canonades,a,cat-30-00835609-a
1791,va,2,esforços vans per reparar les canonades,a,cat-30-02497141-a
1792,va,3,esforços vans per reparar les canonades,a,cat-30-01866812-a
1793,va,4,esforços vans per reparar les canonades,a,cat-30-01230616-a
1794,va,5,esforços vans per reparar les canonades,a,cat-30-02497471-a
1795,va,7,esforços vans per reparar les canonades,a,cat-30-00511526-a
1796,va,8,esforços vans per reparar les canonades,a,cat-30-02503305-a
1797,va,9,esforços vans per reparar les canonades,a,cat-30-01872619-a
1798,vailet,1,feia que el vailet es rentés les dents cada nit,n,cat-30-10285313-n
1799,valor,11,el valor del silenci és el doble del de la següent nota,n,cat-30-15134913-n
1800,valor,1,el valor final de la suma és de 12.938,n,cat-30-05856388-n
1801,valor,2,el valor d'aquesta novel·la es troba en els personatges,n,cat-30-05138488-n
1802,valor,9,va tenir valor en enfrontar-se al seu cap,n,cat-30-04859816-n
1803,judici,3,Van criticar el meu judici sobre els participants,n,cat-30-00874067-n
1804,vanitat,4,refusava les vanitats del món,n,cat-30-05141040-n
1805,variant,2,una roda esmeril és una variant de la moderna pedra esmoladora,n,cat-30-05840650-n
1806,varietat,2,una varietat de molècula,n,cat-30-05844881-n
1807,vegada,1,va trucar quatre vegades,n,cat-30-07309599-n
1808,vehicle,2,una congregació és un vehicle d'identitat de grup,n,cat-30-06255081-n
1809,veí,2,els veïns de la població es van posar d'acord per fer una manifestació,n,cat-30-09620078-n
1810,veïna,1,la veïna del cinquè em va donar una mica de sal,n,cat-30-10352299-n
1811,velocitat,1,viatjaven a una velocitat de 55 milles per hora,n,cat-30-15286249-n
1812,vèncer,1,L'equip local va vèncer,v,cat-30-01100145-v
1813,venda,1,tenien que completar la venda abans que els bancs tanquessin,n,cat-30-01114824-n
1814,venjatiu,1,un home venjatiu buscarà oportunitats pel ressentiment,a,cat-30-00116940-a
1815,verd,4,tomàquets verds fregits,a,cat-30-01493897-a
1816,vergonya,2,un error va portar la vergonya a la seva família,n,cat-30-14440137-n
1817,veritat,1,per fi va saber la veritat,n,cat-30-05819453-n
1818,veritat,3,va dir la veritat,n,cat-30-06724066-n
1819,veritat,5,en veritat,n,cat-30-04867440-n
1820,versió,1,una versió experimental de l'obra,n,cat-30-05840650-n
1821,versió,2,la seva versió de la baralla era diferent a la meva,n,cat-30-07173585-n
1822,veu,1,vaig reconèixer la seva veu,n,cat-30-04981941-n
1823,veu,4,va perdre la veu,n,cat-30-05202284-n
1824,veu,5,volia sentir com ho cantaven bones veus,n,cat-30-10758713-n
1825,víctima,1,víctima de guerra,n,cat-30-10752093-n
1826,victòria,1,victòria pírrica,n,cat-30-07473441-n
1827,vida,2,vida social,n,cat-30-13963192-n
1828,vida,5,va escriure un llibre sobre la vida de Rosseau,n,cat-30-15140405-n
1829,vida,7,era una obra molt pesada però els actors intentaven donar-li una mica de vida,n,cat-30-04632157-n
1830,vida,9,la seva heroïcitat va salvar una vida,n,cat-30-10260706-n
1831,violència,2,La violència de la tempesta,n,cat-30-05037813-n
1832,visió,1,el meu punt de vista difereix del teu,n,cat-30-05945642-n
1833,visió,2,considera què es deriva d'una visió positivista,n,cat-30-06208751-n
1834,visió,3,hauríem de considerar aquest problema des del punt de vista dels russos,n,cat-30-06210363-n
1835,visió,6,era una visió poc familiar a la televisió,n,cat-30-06888944-n
1836,visió,7,va tenir una visió de la Verge Maria,n,cat-30-07288485-n
1837,visió,8,va ser una visió poc habitual,n,cat-30-05939432-n
1838,visita,3,va programar una visita al dentista,n,cat-30-08385280-n
1839,visita,4,una visita de cap de semtmana als seus amics,n,cat-30-01055360-n
1840,visita,5,el metge està passant visita,n,cat-30-00415098-n
1841,visita,6,l'inspector va fer una visita a totes les estacions del districte,n,cat-30-01232842-n
1842,vista,1,la característica més atractiva d'aquest parc són les boniques vistes,n,cat-30-05933246-n
1843,vista,3,té molta vista per a caçar talents,n,cat-30-05614476-n
1844,vista,6,la figura 2 mostra vistes fotogràfiques i esquemàtiques dels equipaments,n,cat-30-04144782-n
1845,vivenda,2,va visitar les vivendes dels solters,n,cat-30-03679384-n
1846,vivesa,2,absència de dissolució amb el blanc y per tant vivesa de color,n,cat-30-04975340-n
1847,vol,2,el vol va ser una aventura molt excitant per ell,n,cat-30-00302394-n
1848,vol,4,la faldilla tenia molt vol,n,cat-30-13862644-n
1849,vol,5,vaig agafar el vol de la nit a Chicago,n,cat-30-00301192-n
1850,volta,2,es va endur els gossos per anar a fer una volta,n,cat-30-00312266-n
1851,volta,4,va fer una volta brusca per apartar-se d'ella,n,cat-30-00346532-n
1852,volta,8,va introduir la clau al rellotge antic i li va donar vàries voltes,n,cat-30-00345641-n
1853,volta,9,fer una volta per la ciutat,n,cat-30-00309011-n
1854,volum,3,el volum de les exportacions,n,cat-30-05099389-n
1855,voluntat,3,on hi ha una voluntat hi ha un camí,n,cat-30-05983654-n
1856,vora,10,la catifa tenia una vora ampla i blava,n,cat-30-02875013-n
1857,vora,1,van empènyer la canoa fins a la vora,n,cat-30-09213565-n
1858,vora,6,va allisar les vores de la caixa,n,cat-30-03264136-n
1859,vot,1,vot secret,n,cat-30-00182213-n
1860,xafogós,2,un temps xafogós,a,cat-30-02549691-a
1861,xarxa,1,una xarxa d'intrigues,n,cat-30-08434259-n
1862,xifra,2,es va proposar una xifra de 17 dòlars,n,cat-30-13331634-n
1863,zona,1,zona verda,n,cat-30-02735688-n
1864,zona,2,li va sortir una taca a la zona lateral esquerra del coll,n,cat-30-05221895-n
1865,zona,3,a la zona del Cantàbric plou molt,n,cat-30-08688247-n
1866,família,1,es va traslladar la seva família a Virgínia,n,cat-30-08078020-n
1867,casa,2,vaig esperar fins que la casa sencera dormia,n,cat-30-08078020-n
1868,llar,4,era una bona llar cristiana,n,cat-30-08078020-n
1869,família,1,el mestre li va preguntar quantes persones componíen la familia,n,cat-30-08078020-n
1870,febre_del_fenc,1,"La febre del fenc pot manifestar-se al llarg de tot l'any i de forma regular, sense relació amb l'estació climàtica.",n,cat-30-80000773-n
1871,entitat,1,L'ontologia té com a objectiu descriure o posar les categories i relacions bàsiques entre les diferents entitats,n,cat-30-00001740-n
1872,cèl·lula,1,Es poden classificar els organismes vivents segons el nombre de cèl·lules que posseeixin,n,cat-30-00006484-n
1873,objecte_natural,1,El cos com a objecte natural és passible de modificacions naturals,n,cat-30-00019128-n
1874,artefacte,1,La policia va descobrir a temps lartefacte explosiu,n,cat-30-00021939-n
1875,acció_humana,1,La policia va obrir una investigació per esclarir si l'acció humana va contribuir a l'inici del foc ,n,cat-30-00030358-n
1876,relació,6,La relació entre mare i filla era molt bona,n,cat-30-13780719-n
1877,proporció,1,L'escala és la proporció entre les dimensions reals d'un objecte i la seva representació en un mapa,n,cat-30-13819207-n
1878,tracte,3,"Amb aquest client, el tracte és particularment bo",n,cat-30-13928668-n
1879,adquisició,4,L'adquisició lenta d'una propietat legítima no és lo mateix que la conquista violenta d'una propietat que s'agafa,n,cat-30-00041899-n
1880,connexió,1,"A través del seus comentaris, es veia la connexió entre el llenguatge i la experiència dels subjectes",n,cat-30-13791389-n
1881,cloenda,1,El concert de cloenda va ser el diumenge passat,n,cat-30-00209943-n
1882,moviment,2,El moviment de les glaceres és molt lent però perpetu,n,cat-30-07309781-n
1883,desplaçament,1,La policia va controlar el desplaçament de la multitud,n,cat-30-00279835-n
1884,decreixement,1,"En aquesta comarca, hi ha hagut un fort decreixement de la població",n,cat-30-00351638-n
1885,augment,6,Li van donar un augment de sou,n,cat-30-00363260-n
1886,coneixement,1,El meu fill té un bon coneixement de langlès ,n,cat-30-00023271-n
1887,abstracció,3,L'abstracció té sempre en compte les característiques comunes dun concepte,n,cat-30-00002137-n
1888,grup_social,1,El grup social de les dones immigrants,n,cat-30-07950920-n
1889,assemblea,2,L'assemblea de cineastes,n,cat-30-08163792-n
1890,magnitud_relativa,1,Aquest valor correspon a la magnitud relativa de les forces elèctrica i magnètica ,n,cat-30-13815152-n
1891,comunicació,1,La comunicació animal es basa en codis i en el llenguatge no verbal,n,cat-30-06252138-n
1892,esdeveniment,1,Es va produir un esdeveniment inesperable,n,cat-30-00029378-n
1893,comunicació,2,"Per una bona comunicació, és necessari saber escoltar",n,cat-30-00033020-n
1894,tret_psicològic,1,El tret psicològic més destacable de l'Andreu és la perseverença,n,cat-30-00023100-n
1895,missatge,1,El missatge del seu discurs era molt esperançador,n,cat-30-06598915-n
1896,atribut,2,La mobilitat és un atribut de les xarxes sense fils ,n,cat-30-00024264-n
1897,llar,5,una llar per la gent gran,n,cat-30-03528100-n
1898,colla,5,L'Ana té una colla d'amics de diversos països,n,cat-30-08240169-n
1899,engrandiment,2,"Al llarg de levolució del homes, es va produir un engrandiment del cervell",n,cat-30-00363260-n
1900,combinació,1,La combinació del blau i del groc és el verd,n,cat-30-00378985-n
1901,divorci,1,Els tràmits de divorci són molt lents a Espanya,n,cat-30-01201271-n
1902,ruptura,6,Va haver una ruptura de l'anilla d'aquesta cadena,n,cat-30-07331400-n
1903,separació,1,"Després de la seva separació, la seva relació va anar molt millor",n,cat-30-14414294-n
1904,trencament,1,El trencament de les relacions diplomàtiques amb l'Estat francés ens va perjudicar molt,n,cat-30-00215314-n
1905,separar,4,Separar el gra de la palla,n,cat-30-01254253-n
1906,separació,3, La separació de lEsglésia i de lEstat,n,cat-30-01201021-n
1907,distància,4,Sha de deixar una certa distància entre els ous,n,cat-30-05089947-n
1908,divisió,4, Aquest alumne va ser acceptat en quarta divisió,n,cat-30-08220714-n
1909,divisió,9,La professora va fer una divisió de la classe en quatre grups,n,cat-30-00385791-n
1910,divisió,5,El seu equip de futbol favorit va passar a primera divisió,n,cat-30-08239808-n
1911,divisió,8, Aquesta divisió té un resultat superior a dos,n,cat-30-00870912-n
1912,divisió,6,Hi ha una divisió de l'opinió davant la guerra,n,cat-30-07181842-n
1913,extracció,5,Li van fer una extracció de queixal,n,cat-30-00391599-n
1914,expulsió,3,La expulsió del pus,n,cat-30-13466586-n
1915,liquidació,4, La màfia va procedir a la liquidació duna parella de joiers,n,cat-30-00223720-n
1916,eliminació,4,"Per arribar a aquesta conclusió, va procedir per eliminació",n,cat-30-05782245-n
1917,dinamisme,2,El seu oncle sempre ha tingut molt dinamisme,n,cat-30-04635482-n
1918,joc_de_cartes,1,La mona és un joc de cartes en què hi poden jugar 3 o 4 persones,n,cat-30-00488225-n
1919,dansa,1,Vam anar a lÒpera a veure dansa,n,cat-30-07020538-n
1920,dansa,2,LAnna i en Joan van fer una petita dansa en ocasió del seu enllaç,n,cat-30-00428270-n
1921,mostra,5,Es fixa la mostra per examinar-la amb un microscopi electrònic,n,cat-30-09428741-n
1922,signe,2, No té cap signe destar malalt,n,cat-30-06646243-n
1923,esport,1,El esquí és el meu esport preferit,n,cat-30-00523513-n
1924,esport,2,Es diu que un esport és professional quan els seus pratiquants viuen de la seva activitat esportiva.,n,cat-30-00433216-n
1925,paradeta,1,Aquesta paradeta ven calçots ,n,cat-30-04299215-n
1926,lloc,6,Ha pagat a algú altre per que hi anés en lloc meu,n,cat-30-00721431-n
1927,classificació,3,Aquest programa rep una classificació molt baixa en lescala de valors de lempresa,n,cat-30-14429382-n
1928,entrenament,2,En Joan rep un entrenament intensiu per als Jocs,n,cat-30-00270800-n
1929,exercici,5,Fa exercici 3 dies cada setmana,n,cat-30-00624738-n
1930,examen,1,El professor va procedir al examen minuciós dels treballs ,n,cat-30-00635850-n
1931,inspecció,2,La policia va realitzar una inspecció abans de deixar-les entrar al país ,n,cat-30-00879271-n
1932,atenció_mèdica,1,Laccidentat va rebre atenció mèdica de seguida,n,cat-30-00657604-n
1933,assistència_sanitària,1,Aquesta assegurança proposa assistència sanitària a domicili per a la tercera edat ,n,cat-30-01060101-n
1934,operació_matemàtica,1,La divisió és una operació matemàtica ,n,cat-30-00869583-n
1935,revestiment,3,Un nou revestiment antigrafit evita l'aparició de floridures als edificis,n,cat-30-03315644-n
1936,posició_militar,1,Ahir hi va haver un atac amb cotxe bomba contra una posició militar,n,cat-30-08622586-n
1937,col·locació,2,"A casa seva, la col·locació del mobiliari donava una sensació despai",n,cat-30-01051331-n
1938,lloc,7,El cotxe està al seu lloc,n,cat-30-08622201-n
1939,localització,2,Van procedir a la localització dels antics manuscrits,n,cat-30-00155487-n
1940,postura,5,La postura política de l'Anna és molt liberal,n,cat-30-06196284-n
1941,ardit,4,"Si a l'amic deixes un ardit, perds l'ardit i perds l'amic",n,cat-30-00171618-n
1942,engany,2,Els resultats de les eleccions van evidenciar l'engany de l'oposició,n,cat-30-00750730-n
1943,fraudulència,2,Imitar i copiar no impliquen la fraudulència de plagiar.,n,cat-30-04875352-n
1944,dissimulació,2,"La hipocresia consta de dues operacions, a través de les quals es manifesta en les maneres simple i combinat: la simulació i la dissimulació",n,cat-30-00752431-n
1945,frau,6,enmig d'una gran confusió per possible frau electoral.,n,cat-30-00754424-n
1946,mentida,6,La mentida és la intenció de comunicar com a cert quelcom que es considera fals.,n,cat-30-06758225-n
1947,estafada,1, Lalcalde va fer una estafada de 3 milions deuros als contribuents,n,cat-30-00780148-n
1948,venda,4,El comercial ha efectuat una bona venda per a la qual rebrà una prima ,n,cat-30-01115162-n
1949,malifeta,1,Constituïa una malifeta d'especial gravetat entrar en una finca que estigués tancada,n,cat-30-00735936-n
1950,furt,1,El furt és elevat a l'aeroport internacional Kennedy,n,cat-30-00780889-n
1951,reflex,5,M'he quedat mirant el reflex tremolós de la lluna,n,cat-30-07411851-n
1952,reflex,3,El carrer està il·luminat per el reflex de la lluna,n,cat-30-04747115-n
1953,cop_d'ull,1,"Només amb un cop dull, em vaig adonar de la seva bellesa",n,cat-30-00877625-n
1954,ullada,5,"Des de lavió, vam poder donar una ullada del llac",n,cat-30-05934396-n
1955,educació,10,L'educació que vaig rebre a l'escola es va basar amb el mètode vell,n,cat-30-05660937-n
1956,presentació,2, Heu anat a la presentació de lúltim llibre del Solà?,n,cat-30-07006951-n
1957,producció,4,La producció mundial de blat ha crescut del 20%,n,cat-30-03287178-n
1958,fruit,2,Gaudir del fruit dels seus capitals,n,cat-30-04612722-n
1959,batalla_campal,3,Els incidents van degenerar en una veritable batalla campal,n,cat-30-00554200-n
1960,batalla_campal,1,La Policia avorta una perillosa batalla campal planejada por aficionats radicals,n,cat-30-01176431-n
1961,estat_de_guerra,1,en societats primitives l'estat de guerra és habitual,n,cat-30-13981403-n
1962,foc,2,La presidenta autoritza els militars a obrir foc contra els saquejadors,n,cat-30-00986938-n
1963,foc,6,"Aire, foc, aigua i terra que són l'arrel de totes les coses",n,cat-30-14842847-n
1964,baralla,2, Van trucar la Policia arran duna baralla entre dos veïns,n,cat-30-07184149-n
1965,jurisprudència,1,La jurisprudència civil del Tribunal Superior de Justícia de Catalunya,n,cat-30-08441203-n
1966,dret_administratiu,1,El dret administratiu forma part del dret públic,n,cat-30-08453108-n
1967,llei_del_mercat_de_valors,1,"La Comissió Nacional del Mercat de Valors va ser creada per la Llei 24/1988, del Mercat de Valors",n,cat-30-08456474-n
1968,xaria,1,La xaria s'aplica a la majoria de països musulmans,n,cat-30-08455829-n
1969,dret_militar,1,En dret militar la deserció és un delicte,n,cat-30-08455271-n
1970,dret_mercantil,1,Una relació és subjecte al dret mercantil si és un acte de comerç,n,cat-30-08455037-n
1971,llei_marcial,1,El primer ministre decretarà la llei marcial,n,cat-30-08454818-n
1972,dret_internacional,1,El Tribunal de la Haia dictamina sobre qüestions de dret intenacional,n,cat-30-08454003-n
1973,dret_marítim,1,La Convenció de l'ONU sobre el Dret del Mar del 1982,n,cat-30-08454191-n
1974,dret_intern,1,"El Tractat de la Unió Europea, ratificat per Espanya, forma part del Dret intern espanyol",n,cat-30-08453464-n
1975,legislació_delegada,1,Les disposicions del Govern que contenen legislació delegada tenen el nom de decrets legislatius,n,cat-30-06535476-n
1976,llei_de_prevenció_de_riscos_laborals,1,Els sindicats exigeixen el compliment de la Lei de Prevenció de Riscos Laborals,n,cat-30-06535652-n
1977,dret_canònic,1,La propietat de les obres era una qüestió del dret canònic i no del dret civil,n,cat-30-08453299-n
1978,dret_tributari,1,L'Agència Tributària és l'organ del dret tributari,n,cat-30-08456619-n
1979,document_jurídic,1,El pressupost públic de la Generalitat és un document jurídic,n,cat-30-06479665-n
1980,llei_sobre_drogues,1,Galícia inclou el tabac i alcohol en la llei sobre drogues,n,cat-30-06532910-n
1981,llei_de_descans_dominical,1,Amb la Llei del descans dominical Espanya es va avançar en favor dels drets dels treballadors,n,cat-30-06538105-n
1982,constitució,2,La flexibilitat de la jornada laboral dels funcionaris és un dret protegit per la Constitució,n,cat-30-06533648-n
1983,llei_divina,1,La llei divina s'expressa en els manaments de Déu,n,cat-30-05871140-n
1984,dictat,2,El dictat estètic,n,cat-30-05871245-n
1985,principi_fonamental,1,L'autodeterminació és un principi fonamental dels drets humans,n,cat-30-05871362-n
1986,rudiment,2,Va arribar a dominar només els rudiments de la geometria,n,cat-30-05872742-n
1987,lògica,3,La lògica econòmica,n,cat-30-05871618-n
1988,principi_del_plaer,1,El principi del plaer és un principi que regeix el funcionament mental,n,cat-30-05871792-n
1989,principi_de_realitat,1,El principi de realitat de Freud,n,cat-30-05872098-n
1990,insurreción,1,Van donar suport a la insurrecció antisoviètica a Hongria,n,cat-30-05872362-n
1991,conservació,3,La llei de la conservació de l'energia,n,cat-30-06104073-n
1992,conservació_de_la_càrrega,1,La llei de conservació de la càrrega elèctrica,n,cat-30-06104372-n
1993,primera_llei_de_la_termodinàmica,1,En la primera llei de la termodinàmica s'enuncia el principi de conservació de l'energia en l'univers,n,cat-30-06104578-n
1994,jurisprudència,2,La sentència estableix jurisprudència,n,cat-30-06161718-n
1995,humanitats,1,Estudia a la facultat d'humanitats,n,cat-30-06153846-n
1996,filosofia,2,La filosofia de la ciència,n,cat-30-06158346-n
1997,dret_contractual,1,Els principis del dret contractual català,n,cat-30-06162042-n
1998,dret_empresarial,1,Es va especialitzar en dret empresarial,n,cat-30-06162223-n
1999,dret_matrimonial,1,El dret matrimonial espanyol,n,cat-30-06162377-n
2000,agent_causal,1,L'agent causal de la reacció,n,cat-30-00007347-n
2001,adult,1,És un adult amb molta experiència,n,cat-30-09605289-n
2002,professional,1,És un professional dels motors,n,cat-30-10480253-n
2003,advocat,1,És un advocat tributari,n,cat-30-10249950-n
2004,advocat_defensor,2,L'advocat defensor de l'imputat,n,cat-30-09775663-n
2005,procurador,2,El procurador va declarar davant el jutge,n,cat-30-10728361-n
2006,advocat_d'ofici,1,L'imputat té dret a tenir un advocat d'ofici,n,cat-30-10490557-n
2007,advocat_divorcista,1,Per al divorci van cridar a un advocat divorcista,n,cat-30-10020670-n
2008,advocat_defensor,1,L'advocat defensor els va interrogar per refutar l'acusació,n,cat-30-10000158-n
2009,procònsol,2,Publi Corneli fou nomenat procònsol a Hispània,n,cat-30-10478462-n
2010,funcionari,2,El meu pare es funcionari a la Generalitat de Catalunya,n,cat-30-10372373-n
2011,agent_de_llibertat_vigilada,1,Està sota la supervisió d'un agent de llibertat vigilada,n,cat-30-10477839-n
2012,funcionari,1,El notari va donar fe pública de l'acte,n,cat-30-10363149-n
2013,qüestor,1,El cuestor recaptava l'erari públic,n,cat-30-10497775-n
2014,secretari_de_l'ajuntament,1,El secretari de lAjuntament de Barcelona va escriure un informe sobre l'alcalde,n,cat-30-10719036-n
2015,uixer,1,L'uixer deixa passar els diputats,n,cat-30-10742111-n
2016,president_de_la_mesa_electoral,1,En les pròximes eleccions seré president de la mesa electoral,n,cat-30-10525878-n
2017,escrutador,1,L'escrutador revisa els vots,n,cat-30-10699099-n
2018,regulador,2,És el regulador de l'activitat financera,n,cat-30-10517826-n
2019,registrador,1,El registrador de la propietat,n,cat-30-10516874-n
2020,jutge_procesal,1,En la sessió del Congrés es van clarificar les funcions del jutge processal,n,cat-30-10728523-n
2021,ponente,1,El ponent va fer la relació del primer assumpte del dia,n,cat-30-10507565-n
2022,visir,1,El visir Almansol,n,cat-30-10758445-n
2023,jutge,1,El jutge va llegir la sentència,n,cat-30-10225219-n
2024,Samsó,1,Samsó va tenir un mandat de vint anys,n,cat-30-11279648-n
2025,cadi,2,El sobirà nomena el cadi,n,cat-30-10497135-n
2026,pretor,1,El pretor administrava la justícia,n,cat-30-10463028-n
2027,jutge_de_pau,2,És una qüestió de competència del jutge de pau,n,cat-30-10280945-n
2028,jutge_de_pau,1,El jutge de pau de Sitges,n,cat-30-10228468-n
2029,dux,1,El Palau Ducal de Venècia era la seu del dux de la república de Venècia,n,cat-30-10023264-n
2030,President_del_Tribunal_Suprem,1,El Consell General del Poder Judicial nomena el president del Tribunal Suprem,n,cat-30-09916788-n
2031,inquisidor,2,L'inquisidor Domènec de Guzmán,n,cat-30-10208432-n
2032,gran_inquisidor,1,El gran inquisidor tenia jurisdicció sobre els tribunals locals dels virregnats,n,cat-30-10142537-n
2033,diplomàtic,1,La declaració del diplomàtic va ser decisiva,n,cat-30-10013927-n
2034,ambaixador,1,L'ambaixador d'Argentina a Espanya,n,cat-30-09787534-n
2035,encarregat_de_negocis,1,L'encarregat de negocis de Sud-àfrica als Estats Units,n,cat-30-09909929-n
2036,cònsol,1,El cònsol d'Alemanya a Barcelona,n,cat-30-09959797-n
2037,ministre_plenipotenciari,1,Exerceix de ministre plenipotenciari del Perú,n,cat-30-10061043-n
2038,alt_comissari,1,L'alt comissari d'Espanya al Marroc,n,cat-30-10174445-n
2039,internunci,1,El Papa ha nomenat el nou internunci al Japó,n,cat-30-10212338-n
2040,ministre_diplomàtic,1,El ministre diplomàtic va evitar el conflicte,n,cat-30-10320695-n
2041,nunci_apostòlic,1,El nunci apostòlic a Espanya i Andorra,n,cat-30-10368113-n
2042,persona_grata,1,Va ser declarat persona grata a Espanya,n,cat-30-10417843-n
2043,persona_non_grata,1,Marroc qualifica de persona non grata al diplomàtic,n,cat-30-10417969-n
2044,plenipotenciari,1,Va ser designat plenipotenciari a República Dominicana,n,cat-30-10441962-n
2045,censor,1,El censor de la premsa escrita,n,cat-30-09903639-n
2046,procurador,1,A través del procurador Roma percep diferents tipus d'impostos,n,cat-30-10479135-n
2047,Ponç_Pilat,1,El procurador romà Ponç Pilat,n,cat-30-11235112-n
2048,taxador,1,El taxador d'immobles,n,cat-30-10692883-n
2049,recaptador_d'impostos,1,El municipi és el recaptador de l'impost immobiliari,n,cat-30-10693052-n
2050,algutzir,2,El denunciat només ha d'abonar les despeses de l'Algutzir del tribunal,n,cat-30-09833111-n
2051,oficial,1,Visita oficial,a,cat-30-01632537-a
2052,oficial,6,Els privilegis oficials,a,cat-30-02991463-a
2053,oficial,3,El Ministeri ha emès un certificat oficial,a,cat-30-01634736-a
2054,oficial,4,L'església oficial xinesa,a,cat-30-01636363-a
2055,prescrit,1,L'ordre prescrit per la llei,a,cat-30-01959918-a
2056,presidencial,1,Les eleccions presidencials,a,cat-30-02984104-a
2057,presidencial,2,El despatx presidencial,a,cat-30-00753504-a
2058,nacional,4,El govern nacional,a,cat-30-01105840-a
2059,federal,1,La llei federal,a,cat-30-02725829-a
2060,legal,1,Els tipus d'interès legal,a,cat-30-01400562-a
