Unnamed: 0,Synset,PoS,Word,Tag Count
5498,1Synset Not Found,n,caída,7
5499,113814601,n,bajada,1
5500,107365432,n,fiasco,2
5501,107366145,n,paralización,2
5502,107366289,n,diferencia,7
5503,107369604,n,ajuste,24
5504,107445480,n,ascenso,1
5505,107370671,n,elevación,1
5506,111481209,n,son,3
5507,107372565,n,molestia,1
5508,107445265,n,evolución,2
5509,107373602,n,unificación,2
5510,1Synset Not Found,n,combinación,1
5511,107374756,n,preparado,1
5512,1Synset Not Found,n,estallido,1
5513,107377082,n,pitido,3
5514,115227593,n,campana,1
5515,107377473,n,fragor,1
5516,107381678,n,chisporroteo,1
5517,107384898,n,siseo,1
5518,107385367,n,aullido,1
5519,107385660,n,algarabía,1
5520,107385803,n,zumbido,2
5521,113825664,n,ruido,1
5522,107396414,n,silbido,1
5523,115275727,n,marea,1
5524,107404114,n,marea,5
5525,107405817,n,desprendimiento,4
5526,107405137,n,alud,8
5527,107405137,n,avalancha,5
5528,107405893,n,flujo,1
5529,1Synset Not Found,n,desbordamiento,1
5530,107408288,n,bombazo,2
5531,107409475,n,rebote,11
5532,115247110,n,chispazo,1
5533,107412478,n,destello,3
5534,1Synset Not Found,n,chispa,3
5535,111519121,n,relámpago,2
5536,107413899,n,concentración,1
5537,107414222,n,ascenso,3
5538,107414740,n,convergencia,3
5539,107414922,n,encuentro,9
5540,107418822,n,apuro,2
5541,107417043,n,apogeo,1
5542,107417298,n,coyuntura,1
5543,107417405,n,emergencia,4
5544,114489113,n,crisis,2
5545,107418716,n,hito,4
5546,107419408,n,enrarecimiento,1
5547,113452347,n,recuperación,21
5548,107420354,n,tormento,1
5549,107420538,n,perjuicio,3
5550,107420538,n,detrimento,2
5551,107420770,n,perjuicio,1
5552,107420770,n,daño,17
5553,115271619,n,apagón,1
5554,107422800,n,mengua,1
5555,107423365,n,giro,5
5556,111490638,n,fenómeno,2
5557,107424109,n,revolución,10
5558,110341660,n,mutación,3
5559,107426893,n,degeneración,2
5560,107428954,n,terremoto,5
5561,107432119,n,filtración,1
5562,107432559,n,goteo,2
5563,107433145,n,remolino,1
5564,107433145,n,vorágine,1
5565,107433973,n,distorsión,5
5566,107434942,n,estallido,5
5567,107435273,n,erupción,1
5568,107435273,n,brote,4
5569,107435533,n,epidemia,6
5570,107436661,n,escape,1
5571,107436661,n,fuga,3
5572,107437372,n,polinización,1
5573,107439570,n,oleada,11
5574,1Synset Not Found,n,rotación,1
5575,109474557,n,revolcón,1
5576,107443210,n,distensión,1
5577,107444668,n,desplazamiento,3
5578,113785736,n,traslación,1
5579,115056749,n,espray,2
5580,107447022,n,dar_la_vuelta,1
5581,107447022,n,vuelta,21
5582,107447261,n,acontecimiento,8
5583,107450651,n,celebración,7
5584,107450842,n,ceremonia,16
5585,107451463,n,funeral,10
5586,107451687,n,sepelio,4
5587,107451687,n,entierro,1
5588,107452074,n,boda,3
5589,107452699,n,inauguración,13
5590,107452841,n,conmemoración,1
5591,107453195,n,iniciación,1
5592,100198919,n,investidura,5
5593,100198919,n,coronación,1
5594,107456188,n,campeonato,38
5595,107456188,n,certamen,8
5596,107456188,n,competición,46
5597,107456188,n,concurso,11
5598,107457016,n,decatlón,1
5599,107457126,n,juegos_olímpicos,3
5600,107457126,n,Juegos_Olímpicos,1
5601,115249458,n,carrera,68
5602,107459157,n,rally,5
5603,107459523,n,regata,1
5604,107460546,n,maratón,9
5605,109269472,n,descenso,1
5606,107464725,n,torneo,81
5607,107465781,n,serie,1
5608,107467393,n,final,64
5609,107467393,n,semifinal,33
5610,107467212,n,cuartos_de_final,2
5611,113596673,n,partido,357
5612,113596673,n,partido,97
5613,107473441,n,victoria,148
5614,107475035,n,jaque_mate,2
5615,107475364,n,derrota,81
5616,107475870,n,percance,2
5617,107475870,n,revés,8
5618,107475870,n,tropiezo,3
5619,107475870,n,descalabro,1
5620,1Synset Not Found,n,bonanza,2
5621,107477945,n,quiebra,2
5622,107478318,n,desmayo,1
5623,107478318,n,lipotimia,1
5624,107480068,n,emoción,10
5625,107480896,n,pasión,6
5626,107481785,n,celo,1
5627,115090742,n,complejo,1
5628,107483622,n,apatía,1
5629,107483782,n,indiferencia,2
5630,107484547,n,ambición,6
5631,107484547,n,pretensión,4
5632,107485281,n,tentación,3
5633,107485626,n,apetencia,1
5634,107485626,n,apetito,4
5635,114336317,n,hambre,3
5636,107486628,n,sed,1
5637,107487375,n,nostalgia,9
5638,112883265,n,amor,4
5639,1Synset Not Found,n,capricho,4
5640,1Synset Not Found,n,antojo,1
5641,107490713,n,placer,7
5642,107491476,n,diversión,1
5643,114446652,n,tranquilidad,2
5644,107493280,n,alivio,1
5645,107493280,n,respiro,2
5646,107493830,n,sadismo,1
5647,107494175,n,masoquismo,1
5648,107494363,n,dolor,7
5649,107495327,n,tortura,2
5650,107495327,n,agonía,2
5651,1Synset Not Found,n,molestia,9
5652,107496166,n,desgaste,1
5653,107496463,n,sufrimiento,2
5654,107496755,n,agonía,1
5655,107497473,n,gusto,7
5656,107497473,n,dar_gusto,4
5657,107497473,n,de_mal_gusto,6
5658,107497797,n,afición,1
5659,107497976,n,fascinación,1
5660,107499113,n,propensión,1
5661,107500741,n,admiración,4
5662,107501545,n,desagrado,2
5663,107502387,n,enajenación,1
5664,107502669,n,malquerencia,1
5665,107502980,n,desprecio,2
5666,107506962,n,asco,2
5667,107503987,n,repugnancia,1
5668,107504529,n,agradecimiento,1
5669,108420278,n,afecto,3
5670,107505538,n,indiferencia,4
5671,107505871,n,distanciamiento,1
5672,107506031,n,separación,1
5673,109184405,n,conciencia,1
5674,107507912,n,confusión,1
5675,107508092,n,rubor,1
5676,107508486,n,autoestima,1
5677,107508996,n,vanidad,6
5678,107508996,n,jactancia,1
5679,107509325,n,docilidad,1
5680,107509572,n,admiración,1
5681,107509572,n,asombro,2
5682,107510348,n,sorpresa,8
5683,114486122,n,expectación,2
5684,107511238,n,emoción,2
5685,114567690,n,fiebre,6
5686,107512039,n,gozo,1
5687,107512039,n,regocijo,1
5688,107512147,n,solemnidad,1
5689,107512465,n,sensibilidad,4
5690,113979503,n,nerviosismo,2
5691,107514345,n,revuelo,1
5692,107514345,n,conmoción,4
5693,114037480,n,sensación,6
5694,114522265,n,calma,7
5695,114522265,n,sosiego,2
5696,107515169,n,placidez,1
5697,107515560,n,silencio,4
5698,107515790,n,serenidad,3
5699,107515790,n,reposo,1
5700,107516354,n,ira,3
5701,107516997,n,rabia,1
5702,107517550,n,ofensa,1
5703,107517550,n,resentimiento,1
5704,107517737,n,indignación,6
5705,107518261,n,vejación,1
5706,107519040,n,acoso,8
5707,107519253,n,terror,6
5708,107519253,n,miedo,22
5709,107519253,n,espanto,3
5710,107519773,n,alarma,7
5711,107519773,n,nerviosismo,1
5712,107519773,n,consternación,2
5713,107520411,n,pavor,1
5714,107520612,n,terror,1
5715,107520612,n,horror,1
5716,107521674,n,temor,21
5717,107521674,n,recelo,1
5718,107522128,n,corazonada,1
5719,107522536,n,presagio,2
5720,107522632,n,suspense,2
5721,107522632,n,incertidumbre,2
5722,107523180,n,timidez,1
5723,107523180,n,vergüenza,3
5724,107523180,n,pudor,1
5725,107523286,n,inseguridad,1
5726,107523760,n,intimidación,1
5727,114375166,n,angustia,2
5728,114375166,n,ansiedad,2
5729,107524242,n,cuita,1
5730,107524529,n,miedo,18
5731,107524760,n,preocupación,1
5732,114541677,n,inseguridad,1
5733,107525555,n,duda,1
5734,1None,n,angustia,3
5735,114541677,n,seguridad,1
5736,107526505,n,confianza,38
5737,113988663,n,felicidad,2
5738,107527167,n,ilusión,12
5739,107527352,n,alegría,13
5740,107527352,n,ilusión,10
5741,107527817,n,júbilo,1
5742,107528097,n,triunfo,17
5743,107528212,n,regocijo,2
5744,1Synset Not Found,n,entusiasmo,5
5745,107529096,n,euforia,1
5746,107529377,n,hilaridad,1
5747,114446652,n,comodidad,1
5748,107530124,n,cercanía,3
5749,113986679,n,satisfacción,3
5750,107531536,n,orgullo,5
5751,107531713,n,autocomplacencia,2
5752,107531998,n,triunfalismo,2
5753,114404722,n,melancolía,1
5754,107533877,n,pena,1
5755,114448333,n,tristeza,2
5756,107534108,n,desamparo,1
5757,113989051,n,pena,2
5758,107536074,n,remordimiento,1
5759,107536870,n,arrepentimiento,3
5760,114404160,n,depre,1
5761,114001629,n,impotencia,1
5762,107538965,n,descontento,5
5763,107539511,n,insatisfacción,2
5764,107539790,n,aburrimiento,3
5765,107540602,n,decepción,8
5766,107540602,n,disgusto,2
5767,107540602,n,desilusión,1
5768,107540602,n,chasco,1
5769,107540866,n,frustración,2
5770,110895073,n,esperanza,29
5771,107541558,n,optimismo,18
5772,114486274,n,desesperación,3
5773,107542433,n,resignación,5
5774,107542675,n,desaliento,2
5775,107543033,n,pesimismo,4
5776,113596569,n,amor,3
5777,113596569,n,amor,8
5778,1Synset Not Found,n,cariño,1
5779,107545161,n,apego,1
5780,107545161,n,cariño,1
5781,107546465,n,odio,8
5782,107547805,n,aversión,1
5783,107547805,n,antipatía,1
5784,107548100,n,tirria,1
5785,107548100,n,manía,1
5786,107548567,n,agresividad,1
5787,107548695,n,beligerancia,1
5788,107548978,n,rencor,6
5789,107548978,n,amargura,1
5790,107549265,n,comezón,1
5791,107551052,n,humor,1
5792,107553301,n,simpatía,1
5793,107553590,n,bondad,1
5794,107553964,n,piedad,4
5795,107553964,n,compasión,2
5796,107554640,n,perdón,1
5797,107555014,n,entusiasmo,1
5798,107555184,n,avidez,1
5799,107555184,n,afán,5
5800,107555184,n,anhelo,3
5801,107555402,n,celo,3
5802,114447525,n,comida,4
5803,107560903,n,dieta,1
5804,108318777,n,dieta,1
5805,107566340,n,comida,4
5806,115054467,n,harina,6
5807,100664849,n,alimento,10
5808,1Synset Not Found,n,cocina,2
5809,107572616,n,despensa,1
5810,107572957,n,conserva,2
5811,107574780,n,almuerzo,5
5812,107575076,n,comida,1
5813,114409718,n,cena,5
5814,115138691,n,picnic,1
5815,107577374,n,tentempié,2
5816,108253640,n,banquete,1
5817,108253640,n,festín,1
5818,107578363,n,ración,1
5819,113766896,n,plato,3
5820,107581346,n,aperitivo,2
5821,115048623,n,sopa,7
5822,107584110,n,consomé,1
5823,108399378,n,caldo,2
5824,107585208,n,caldo,3
5825,107591961,n,paella,1
5826,107599649,n,caramelo,2
5827,112632072,n,chocolate,2
5828,107608339,n,turrón,1
5829,107611267,n,tarta,3
5830,107614198,n,helado,1
5831,107617051,n,helado,1
5832,107619508,n,crema,1
5833,107619881,n,mandioca,1
5834,107621618,n,guarnición,1
5835,113760980,n,miga,1
5836,107623136,n,pasta,1
5837,115265518,n,tarta,1
5838,114855066,n,empanada,1
5839,107627931,n,hojaldre,1
5840,115106529,n,pastel,2
5841,107635155,n,galleta,1
5842,107643891,n,mermelada,1
5843,107644967,n,pollo,5
5844,113566535,n,ala,1
5845,107650637,n,carne,10
5846,101758895,n,carroña,1
5847,107657547,n,pecho,9
5848,107879560,n,filete,1
5849,107658958,n,solomillo,1
5850,114765240,n,cordero,4
5851,107669891,n,jamón,2
5852,110804102,n,bacon,1
5853,112670962,n,cáscara,1
5854,107672914,n,margarina,2
5855,107678729,n,relleno,1
5856,107679356,n,pan,8
5857,107680932,n,bollo,1
5858,107683138,n,hostia,2
5859,107698672,n,bocadillo,2
5860,107697100,n,hamburguesa,4
5861,107702642,n,desayuno,1
5862,107705931,n,fruta,10
5863,107707451,n,verdura,2
5864,107709333,n,verdura,1
5865,107710616,n,patata,2
5866,107712559,n,chip,1
5867,107719839,n,remolacha,1
5868,112901264,n,pimiento,4
5869,107724943,n,judía,3
5870,107731952,n,maíz,13
5871,112911440,n,tomate,4
5872,113099734,n,manzana,1
5873,107739506,n,manzana,1
5874,112630999,n,fresón,3
5875,112630999,n,fresa,1
5876,107747055,n,cítrico,1
5877,115096331,n,naranja,6
5878,112709901,n,mandarina,1
5879,112711817,n,limón,1
5880,112670334,n,melocotón,2
5881,107755089,n,cacao,2
5882,112165170,n,melón,1
5883,112164065,n,sandía,1
5884,113141972,n,cereza,1
5885,107757990,n,guinda,1
5886,113146740,n,uva,3
5887,112761284,n,mango,1
5888,112651611,n,pera,1
5889,114409489,n,pescado,2
5890,107802417,n,cereal,4
5891,107802863,n,avena,1
5892,115247110,n,arroz,3
5893,107805731,n,pienso,1
5894,112950796,n,ensalada,1
5895,112343092,n,hierba,1
5896,107818277,n,ajo,1
5897,107870734,n,salsa,1
5898,107840804,n,huevo,2
5899,107842753,n,tortilla,1
5900,112918609,n,leche,2
5901,112343092,n,crema,1
5902,114864731,n,mantequilla,3
5903,114476205,n,queso,1
5904,110195593,n,miel,1
5905,107859583,n,jarabe,1
5906,107860103,n,melaza,1
5907,107880583,n,tortilla,2
5908,109722898,n,taco,3
5909,107881310,n,tostada,2
5910,107881800,n,bebida,10
5911,107882497,n,amasijo,1
5912,107884413,n,brindis,2
5913,1Synset Not Found,n,alcohol,10
5914,107885223,n,copa,2
5915,107886463,n,copetín,1
5916,107886849,n,cerveza,7
5917,107891726,n,vino,29
5918,107892512,n,tinto,1
5919,107893642,n,champán,2
5920,107893642,n,cava,1
5921,107901587,n,aguardiente,1
5922,107902336,n,aguardiente,1
5923,107903841,n,coñac,1
5924,115031418,n,ginebra,1
5925,115217308,n,ron,2
5926,107906284,n,güisqui,1
5927,107908647,n,anís,1
5928,107911371,n,combinado,2
5929,107922764,n,chocolate,2
5930,114050434,n,zumo,1
5931,107924033,n,zumo,1
5932,107927197,n,refresco,2
5933,107927512,n,soda,1
5934,107927931,n,cola,1
5935,107928696,n,coca-cola,3
5936,107929351,n,café,48
5937,107929519,n,café,9
5938,107931733,n,ponche,1
5939,108266235,n,formación,2
5940,107939880,n,dicotomía,2
5941,114514805,n,reino,2
5942,102472987,n,mundo,69
5943,102472987,n,humanidad,10
5944,109733333,n,gente,53
5945,107944050,n,juventud,6
5946,115123362,n,muerto,5
5947,110098710,n,enemigo,4
5948,107060167,n,pueblo,6
5949,107950418,n,enfermo,10
5950,107950786,n,herido,25
5951,107951464,n,conjunto,41
5952,107954731,n,totalidad,2
5953,1Synset Not Found,n,suma,1
5954,108409323,n,edición,1
5955,107959943,n,puñado,2
5956,107961480,n,pila,1
5957,113774404,n,pila,1
5958,115029781,n,comunidad,60
5959,115029781,n,asociación,15
5960,115029781,n,cuerpo,3
5961,113929588,n,sociedad,117
5962,115152261,n,minoría,10
5963,107967382,n,etnia,2
5964,115249458,n,raza,8
5965,107969695,n,familia,50
5966,107969695,n,clan,1
5967,107970406,n,familia,38
5968,107970721,n,familia,4
5969,113937284,n,casa,1
5970,107972425,n,feudalismo,1
5971,1Synset Not Found,n,clase,12
5972,107975026,n,colectividad,3
5973,114630769,n,pareja,21
5974,107978170,n,biblioteca,1
5975,107983856,n,mitología,2
5976,107985223,n,par,6
5977,107985825,n,trilogía,1
5978,107986066,n,trío,2
5979,107987216,n,afluencia,5
5980,107987580,n,quinteto,2
5981,107988857,n,pareja,5
5982,107989373,n,matrimonio,4
5983,107991169,n,rebaño,2
5984,107993643,n,fauna,2
5985,108499840,n,colonia,1
5986,115265518,n,conjunto,5
5987,107997703,n,categoría,36
5988,113913566,n,índole,2
5989,114037816,n,sexo,9
5990,112822955,n,conjunto,1
5991,108003717,n,transportista,2
5992,108003935,n,filial,8
5993,108008017,n,mazo,1
5994,108008017,n,paquete,7
5995,108008335,n,organización,60
5996,108047747,n,Cruz_Roja,3
5997,114416845,n,asociación,15
5998,108050678,n,Gobierno,3
5999,108050678,n,régimen,35
6000,108050678,n,gobierno,100
6001,108052413,n,imperio,2
6002,108053121,n,palacio,1
6003,108053260,n,papado,2
6004,108053260,n,pontificado,2
6005,108053576,n,institución,60
6006,108054613,n,clínica,1
6007,108364959,n,EMPRESA,1
6008,108364959,n,empresa,370
6009,110128909,n,gigante,2
6010,108056601,n,colectivo,8
6011,114007546,n,agencia,22
6012,108057816,n,cadena,12
6013,108187569,n,compañía,161
6014,108058937,n,imperio,1
6015,108059412,n,corporación,1
6016,108060446,n,firma,53
6017,108060446,n,fabricante,9
6018,113781348,n,sociedad,4
6019,108061042,n,negocio,30
6020,108062464,n,asesoría,2
6021,108062464,n,consultoría,2
6022,108062623,n,editorial,12
6023,108062970,n,periódico,6
6024,108064130,n,defensa,1
6025,108064372,n,bastión,1
6026,108075140,n,industria,25
6027,108066317,n,moda,11
6028,108070465,n,aseguradora,6
6029,108075388,n,cofradía,1
6030,108075388,n,hermandad,2
6031,108078020,n,casa,4
6032,108079151,n,filial,1
6033,108081668,n,iglesia,2
6034,106234825,n,islam,2
6035,108101937,n,estirpe,1
6036,108101937,n,descendencia,1
6037,113167078,n,género,1
6038,108111599,n,especie,20
6039,105400978,n,B,1
6040,113448970,n,civilización,1
6041,108112402,n,abogacía,1
6042,108114004,n,ministerio,24
6043,108114861,n,departamento,9
6044,108123167,n,ejecutivo,4
6045,108124971,n,CIA,1
6046,108136260,n,FBI,6
6047,108149781,n,secta,3
6048,108152787,n,clero,2
6049,108160276,n,ciudadanía,11
6050,108160276,n,pueblo,43
6051,108161068,n,electorado,11
6052,108161971,n,Cámara_de_Representantes,2
6053,108163025,n,cámara,13
6054,108295894,n,asamblea,16
6055,1Synset Not Found,n,gerencia,1
6056,1Synset Not Found,n,administración,10
6057,109770472,n,ejecutivo,1
6058,1Synset Not Found,n,nación,9
6059,108168978,n,país,29
6060,108168978,n,estado,15
6061,108168978,n,país,193
6062,108168978,n,república,4
6063,108171094,n,bloque,11
6064,108173515,n,CEE,1
6065,108174398,n,OTAN,17
6066,108176077,n,Organización_de_Estados_Americanos,7
6067,108176077,n,OEA,9
6068,108177030,n,Organización_de_Países_Exportadores_de_Petróleo,8
6069,108177030,n,OPEP,19
6070,108178741,n,población,64
6071,108180190,n,gente,66
6072,108181658,n,burguesía,5
6073,108182379,n,masa,5
6074,108182716,n,multitud,1
6075,108182962,n,horda,2
6076,108182962,n,legión,3
6077,108183046,n,manada,1
6078,108183046,n,multitud,2
6079,108183046,n,turba,2
6080,108183290,n,ejército,3
6081,108183541,n,retención,2
6082,108183541,n,atasco,2
6083,108184600,n,populacho,1
6084,108184600,n,asonada,1
6085,108184217,n,muchedumbre,2
6086,113929588,n,compañía,6
6087,108185643,n,holding,3
6088,108186047,n,servicio,44
6089,108186047,n,servicios_secretos,25
6090,108187033,n,compañía,7
6091,112204546,n,coro,2
6092,108188235,n,conjunto,3
6093,108189211,n,circo,1
6094,108189659,n,sección,4
6095,110331258,n,enemigo,3
6096,108191230,n,ejército,14
6097,1Synset Not Found,n,unidad,2
6098,108208016,n,dotación,6
6099,108208016,n,plantilla,10
6100,108208016,n,personal,14
6101,108208444,n,task_force,1
6102,108208560,n,equipo,528
6103,108208560,n,equipo,165
6104,108209687,n,policía,11
6105,113536299,n,división,1
6106,108213978,n,brigada,2
6107,113775093,n,batallón,1
6108,108214272,n,compañía,1
6109,108214470,n,pelotón,2
6110,114555962,n,destacamento,1
6111,1Synset Not Found,n,guardaespaldas,2
6112,1Synset Not Found,n,escolta,2
6113,108216647,n,retaguardia,1
6114,108218122,n,pelotón,1
6115,108219768,n,escuadrón,1
6116,108220714,n,sección,3
6117,114484778,n,público,63
6118,108222293,n,audiencia,4
6119,108222750,n,televidente,1
6120,108223475,n,fiel,1
6121,108615001,n,parroquia,3
6122,113971382,n,comunidad,9
6123,108641113,n,vecindad,2
6124,108225736,n,consistorio,15
6125,108226699,n,poblado,3
6126,108227088,n,cooperativa,6
6127,108227214,n,club,118
6128,115252907,n,delegación,5
6129,108231184,n,liga,29
6130,108233056,n,sindicato,83
6131,108229467,n,fraternidad,1
6132,108236438,n,consorcio,14
6133,108236621,n,cártel,1
6134,108237863,n,reparto,4
6135,108238463,n,curso,4
6136,108238660,n,promoción,2
6137,108239808,n,división,8
6138,108240169,n,círculo,7
6139,108240633,n,peña,4
6140,108242100,n,cuadro,1
6141,108242223,n,núcleo,7
6142,108242675,n,gremio,1
6143,108242799,n,brigada,3
6144,108244062,n,banda,30
6145,108245425,n,Mafia,1
6146,108245425,n,mafia,4
6147,108247021,n,dúo,2
6148,108247152,n,trío,1
6149,108247251,n,cuarteto,1
6150,108247703,n,quinteto,1
6151,108249960,n,orquesta,14
6152,108251213,n,cohorte,2
6153,110709131,n,fiesta,19
6154,108253045,n,juerga,2
6155,115284999,n,baile,2
6156,108253640,n,banquete,1
6157,108253815,n,cena,6
6158,114412374,n,recepción,2
6159,108255373,n,velada,2
6160,108256369,n,tertulia,6
6161,108256369,n,velada,1
6162,108256968,n,partido,284
6163,108258523,n,Partido_Comunista,2
6164,108263870,n,Partido_Demócrata,4
6165,1Synset Not Found,n,Partido_Laborista,2
6166,108261810,n,Partido_Liberal,5
6167,108263113,n,Partido_Republicano,2
6168,108266235,n,tabla,15
6169,115181718,n,calendario,2
6170,108271042,n,galaxia,1
6171,108271042,n,nebulosa,4
6172,1Synset Not Found,n,universo,3
6173,108271801,n,legión,1
6174,108272961,n,combinación,1
6175,108273167,n,tripulación,5
6176,108274718,n,tropa,6
6177,108274565,n,tropa,1
6178,108275185,n,escuela,3
6179,108279184,n,autoescuela,3
6180,108279800,n,instituto,8
6181,108280124,n,academia,4
6182,108284481,n,secundaria,1
6183,108286163,n,universidad,3
6184,108286163,n,universidad,4
6185,108287586,n,claustro,1
6186,115254550,n,cultura,63
6187,108293238,n,flota,1
6188,108293336,n,flota,3
6189,108293490,n,flota,5
6190,108293831,n,flota,3
6191,108293982,n,coalición,54
6192,108295580,n,Naciones_Unidas,8
6193,108295580,n,ONU,18
6194,108299911,n,UNICEF,1
6195,108300190,n,FAO,4
6196,108301871,n,FMI,9
6197,108301871,n,Fondo_Monetario_Internacional,5
6198,108302052,n,UNESCO,1
6199,108303275,n,federación,15
6200,108303275,n,confederación,7
6201,113545845,n,aliado,8
6202,108306194,n,casta,2
6203,113972180,n,reunión,138
6204,108310389,n,encuentro,5
6205,108357529,n,consejo,3
6206,108310949,n,consejo,17
6207,108308800,n,congreso,7
6208,108318691,n,congreso,5
6209,108319198,n,Parlamento,1
6210,108319198,n,parlamento,6
6211,115103007,n,comité,10
6212,115103007,n,junta,9
6213,108323825,n,patronato,1
6214,108324514,n,comisión,34
6215,108324514,n,comisión,15
6216,108326383,n,diputación,1
6217,108309754,n,foro,16
6218,108327816,n,seminario,1
6219,108308410,n,cónclave,2
6220,108329113,n,patrulla,5
6221,108329453,n,tribunal,19
6222,108329453,n,juzgado,13
6223,108329453,n,tribunal,32
6224,108337324,n,departamento,15
6225,113087625,n,órgano,43
6226,108349916,n,Banco_Central,9
6227,108352035,n,Banco_de_Inglaterra,1
6228,108352134,n,Bundesbank,1
6229,108352218,n,Banco_de_Japón,2
6230,108357784,n,administración,24
6231,108361329,n,democracia,47
6232,108361924,n,hegemonía,3
6233,108362455,n,oligarquía,1
6234,108364044,n,monarquía,6
6235,108364143,n,capitalismo,1
6236,108365855,n,comunismo,2
6237,108366440,n,nazismo,4
6238,108366753,n,economía,76
6239,108368757,n,ecosistema,4
6240,115249636,n,generación,5
6241,108369220,n,descendencia,1
6242,108369406,n,generación,18
6243,108372411,n,tribu,2
6244,108312359,n,cumbre,36
6245,108541609,n,comuna,3
6246,108376051,n,jerarquía,1
6247,108378180,n,jerarquía,1
6248,108380768,n,directiva,25
6249,108380768,n,dirección,7
6250,108380768,n,directorio,1
6251,108381165,n,administración,11
6252,108381436,n,jefatura,2
6253,108381436,n,mando,16
6254,108382297,n,gabinete,12
6255,108385009,n,compromiso,2
6256,108385280,n,visita,2
6257,115020794,n,élite,13
6258,115020794,n,elite,2
6259,108387930,n,jet-set,1
6260,115180209,n,minoría,1
6261,108388636,n,nobleza,2
6262,108390511,n,reserva,5
6263,108397255,n,efectivo,8
6264,108397255,n,milicia,6
6265,108397856,n,caballería,1
6266,108398773,n,variedad,3
6267,108398773,n,mezcla,3
6268,114858292,n,camada,2
6269,108400870,n,nidada,5
6270,108401554,n,clientela,2
6271,108401711,n,base,1
6272,108402222,n,asamblea,2
6273,108402442,n,comisión,32
6274,108402442,n,diputación,3
6275,108402442,n,comité,10
6276,108402442,n,delegación,30
6277,108403082,n,legación,1
6278,108403225,n,misión,5
6279,108403631,n,ramo,5
6280,108403631,n,sector,197
6281,109942275,n,comando,17
6282,108404549,n,contingente,1
6283,113790712,n,fundación,1
6284,108407330,n,instituto,2
6285,108407619,n,exposición,17
6286,108408557,n,feria,7
6287,115060131,n,facción,3
6288,115060131,n,ala,4
6289,108409130,n,expedición,3
6290,108409617,n,instituto,1
6291,108412362,n,guardería,1
6292,108412749,n,escuela,5
6293,114298420,n,jurado,2
6294,108414807,n,jurado,3
6295,108414807,n,JURADO,1
6296,108416328,n,izquierda,32
6297,108416652,n,derecha,28
6298,108417801,n,convoy,6
6299,108418103,n,conglomerado,1
6300,108420278,n,banco,61
6301,108066491,n,banca,8
6302,108571898,n,mercado,22
6303,108426378,n,circulación,20
6304,108426378,n,tráfico,39
6305,114424384,n,formación,14
6306,114424384,n,formación,24
6307,114424384,n,en_formación,7
6308,107327288,n,romería,1
6309,108427629,n,caravana,3
6310,108595299,n,marcha,14
6311,108428623,n,desfile,5
6312,108429167,n,séquito,1
6313,108429167,n,comitiva,3
6314,108429482,n,cortejo,3
6315,113905792,n,cola,3
6316,108430568,n,fila,7
6317,108431345,n,piquete,1
6318,115263795,n,fila,8
6319,114431637,n,fila,9
6320,114428160,n,hilera,1
6321,108433727,n,aviación,4
6322,108434259,n,red,24
6323,114981183,n,sistema,38
6324,113124654,n,organismo,53
6325,108436288,n,cuerpo,2
6326,108309086,n,convención,6
6327,108436562,n,oficio,1
6328,108436759,n,vegetación,1
6329,108436759,n,flora,1
6330,108437515,n,matorral,1
6331,108438533,n,bosque,2
6332,108439808,n,jardín,2
6333,108439955,n,personal,4
6334,108440630,n,dictadura,13
6335,108440630,n,autoritarismo,2
6336,108441203,n,jurisprudencia,1
6337,108456993,n,orden,5
6338,114951377,n,serie,13
6339,111410625,n,secuencia,2
6340,108459648,n,serie,40
6341,108376250,n,cadena,7
6342,108460395,n,procesión,2
6343,108460585,n,racha,23
6344,108458912,n,progresión,5
6345,115288111,n,ciclo,1
6346,108377085,n,línea,43
6347,108461595,n,corriente,3
6348,113356402,n,batería,1
6349,108464601,n,movimiento,17
6350,108477077,n,cubismo,1
6351,108467757,n,expresionismo,1
6352,108476829,n,humanismo,1
6353,114448692,n,campamento,3
6354,108559922,n,dirección,4
6355,108497294,n,área,9
6356,114520278,n,aire,14
6357,108500433,n,espacio,4
6358,108506347,n,desierto,13
6359,108506496,n,oasis,1
6360,1Synset Not Found,n,origen,34
6361,108510169,n,patria,6
6362,108510456,n,cuna,1
6363,108510666,n,lado,1
6364,114299480,n,pie,1
6365,108512259,n,frontera,13
6366,108512736,n,frontera,13
6367,108513718,n,parcela,6
6368,108517449,n,diana,3
6369,108517825,n,control,1
6370,108518171,n,camping,1
6371,108518374,n,campus,5
6372,115281329,n,capital,88
6373,108518940,n,cuenca,2
6374,108521267,n,firmamento,2
6375,108521623,n,cementerio,8
6376,108521816,n,centro,1
6377,108523483,n,centro,51
6378,108524735,n,ciudad,204
6379,108524735,n,urbe,4
6380,108537837,n,barrio,55
6381,108537837,n,barriada,1
6382,108538730,n,distrito,18
6383,108539276,n,afueras,2
6384,108539276,n,periferia,2
6385,114576860,n,ciudad,6
6386,1Synset Not Found,n,confluencia,1
6387,108544419,n,esquina,7
6388,1Synset Not Found,n,país,502
6389,1Synset Not Found,n,país,172
6390,114433232,n,condado,14
6391,108547544,n,cresta,2
6392,114434522,n,perfil,2
6393,108567877,n,destino,21
6394,108549480,n,urbanización,5
6395,108550076,n,excavación,2
6396,108550966,n,diócesis,3
6397,108550455,n,arzobispado,5
