,Word,Senses,Glosa,PoS,SynsetPoS
1278,programa,10,jaietako programa egiten ari dira bileran,n,eus-30-06495328-n
1279,bibliografia,1,"sarreraz, kokapenaz eta garaiko artearen ezaugarriez gain, gaiaren laburpena eta bibliografia osoa eskaini du irakasleak",n,eus-30-06486630-n
1280,puntu,4,memoriako irizpide eta helburuetako lau puntuak behar bezala betetzen direla ziurtatuko da,n,eus-30-06482401-n
1281,zerrenda,5,egizu zure inguruan beroarekin zerikusia duten hainbat egoeraren edo ekintzaren zerrenda,n,eus-30-06481320-n
1282,diploma,1,Sydneyko Olinpiar Jokoetan diploma lortzea zen lehen helburua,n,eus-30-06478582-n
1283,boto,6,"botoen %99,78 zenbatuta zeudela adierazi zuen atzo Hauteskunde Prozesuetako Bulego Nazionalak",n,eus-30-06470922-n
1284,agiri,2,egungo egoera politikoaren inguruan kaleratutako agiria positiboa da LABen ustez,n,eus-30-06470073-n
1285,historia,7,"sasoian egotera presaka antzera ailegatu dela dirudi, eta hori ez da ona, baina bere historiari begiratu besterik ez dago zertarako gai den jakiteko",n,eus-30-06468403-n
1286,zuzenketa,4,"argitalpen honetan, gaztelaniazko itzulpenaz gain, ohar eta zuzenketa batzuk ere erantsi zituen",n,eus-30-06428537-n
1287,entziklopedia,1,"hiztegiak, entziklopediak, egunkariak eta multimedia paketeak topatzen ditugu CD-ROM hauetan",n,eus-30-06427387-n
1288,telefono,3,Atarrabiako UPNko zinegotzien izenak eta telefonoak ageri ziren paperak Haikak sinatuak banatzea leporatu zitzaien,n,eus-30-06426111-n
1289,liburu,4,"liburu ugari argitaratu ditu, 12 alegia eta, nobela bat",n,eus-30-06410904-n
1290,kritika,3,"poesia, kritika, saiakera, eleberri luzea, kontaketa laburra eta kazetaritza dira landu zituen generoak",n,eus-30-06410391-n
1291,saio,1,planteamendu hau Miranderen obran xeheki nola desarroilatzen den Mirande eta Kristautasuna saioan egina dago eta gehienbat,n,eus-30-06409562-n
1292,eskaintza,3,behin baino gehiagotan irakurri dugu arrazoi hau garai hartako erdal itzultzaileen hitzaurre era eskaintzetan,n,eus-30-06406317-n
1293,egunkari,5,bere barne artista-gosearen gorabeherak jasotzen ditu ia egunero egunkari ezkutu batean,n,eus-30-06402031-n
1294,amaiera,7,"amaiera gisa, galdera bat bururatzen zait",n,eus-30-06398401-n
1295,bukaera,14,batasuna autonomian oinarriturik indartzeko proposamena luzatu du Elorrietak bere hitzaldiaren bukaeran,n,eus-30-06398401-n
1296,liburu,3,Pedroren liburua,n,eus-30-06394865-n
1297,artikulu,5,4. artikuluak ezartzen duen printzipioaren argitan: Askatasun zibilaren oinarriaren arabera,n,eus-30-06392935-n
1298,atal,7,lan honen mamia ondorengo atalean eztabaidatzen da,n,eus-30-06392001-n
1299,sail,25,"aurreko saila (2.1.) osatzen duten lanei so eginez, gehienak ikertzaile amateurren emaitzak direla ohartuko gara",n,eus-30-06392001-n
1300,hutsune,7,azterketan akatstzat hartuko da hitzen arteko hutsune ezegokiak idaztea,n,eus-30-06389553-n
1301,testu,2,Mendiluzek neurri txikiko bertsorik onenaren saria jaso eta plakaren testua irakurtzeko betarik ere ez zuen izan,n,eus-30-06387980-n
1302,puntu,18,inprobisatzaileak buruan aurrena sortu behar duena bertsoaren azken puntua da,n,eus-30-06384708-n
1303,poema,1,bere eleberri historikoek zein poema liburuek australiar kontzientzia literarioaren sorreran ageriko garrantzia izan dute,n,eus-30-06377442-n
1304,elkarrizketa,1,Mikoletaren Elkarrizketak irakurri ditut berriki,n,eus-30-06366391-n
1305,material,5,irakasleek materiala prestatzeko dituzten aukera informatikoak gero eta ugariagoak dira,n,eus-30-06365467-n
1306,literatura,4,gai horri buruzko literatura irakurri behar duzu,n,eus-30-06365102-n
1307,literatura,3,"izan duen eragina, auzoan ditugun literaturetan izan duenaren ondoan jartzen badugu, azalekoa izan da",n,eus-30-06364641-n
1308,titulu,15,Morenoren eta Garciaren estradizio prozesuak lau urte daramatzala zabalik gogoratu zuen titularrean,n,eus-30-06344461-n
1309,abizen,1,aita hil zitzaionean amaren abizena hartu zuen,n,eus-30-06336904-n
1310,izen,0,"orduan, Atarrabiako UPNko zinegotzien izenak eta telefonoak ageri ziren paperak Haikak sinatuak banatzea leporatu zitzaien",n,eus-30-06333653-n
1311,denbora,2,"pertsona(k), denbora eta modua adierazten dituzten adizki laguntzaile eta trinkoen agerrera urratsez urrats aurkeztuko dugu",n,eus-30-06329506-n
1312,pertsona,3,"pertsona, denbora eta modua adierazten dituzten adizki laguntzaile eta trinkoen agerrera urratsez urrats aztertuko dugu",n,eus-30-06326797-n
1313,izen,3,izen eta adjektibo ugari irakatsi dizkigu gaur frantses-irakasleak,n,eus-30-06303540-n
1314,izen,2,"adjektibo bat izen bati baino gehiagori dagokionean, pluralean jarriko da",n,eus-30-06317862-n
1315,kasu,0,leku-izenak adierazteko ga hizkia sartuko litzateke kasu markaren aurretik,n,eus-30-06310945-n
1316,atzizki,1,-PEN atzizkiak ekintza eta horren ondorioa adierazten ditu,n,eus-30-06308765-n
1317,sarrera,8,"Paul Laxaltek, esaterako, sarrera du Elhuyarren Hiztegi Enziklopedikoan",n,eus-30-06300632-n
1318,hitz,1,hitzik esan gabe eman du goiza,n,eus-30-06286395-n
1319,esaldi,1,Sydneyn ere bere esaldi gustukoena esan ahal izan zuen Jokoetako itxiera ekitaldian: inoizko Joko onenak izan dira,n,eus-30-06285090-n
1320,hizkuntza,3,"ez da alferrik esaten, bestela, herri baten berezitasuna frogatzen duten ezaugarriak bere hizkuntza eta bere erakunde juridikoak direla",n,eus-30-06282651-n
1321,irudi,13,"RTR telebista kateak zabaldutako irudietan, Serjent-Iurtez jabetu diren soldadu errusiarrek gerrilla txetxeniarraren kanpaleku bat atzeman zuten herri hau inguratzen duen oihanean ezkutaturik",n,eus-30-06277803-n
1322,telebista,3,ez dut nahi hainbat orduz telebista ikusteko aukerarik izan,n,eus-30-06277280-n
1323,dei,2,"horrez gain, herritarrek 800 dei egin dituztela esan zuten, eta horietatik 75 inguru baliagarriak izan daitezkeela",n,eus-30-06272803-n
1324,telefono,2,atzerriko agintari ugarik telefono bidezko elkarrizketak izan dituzte Ehud Barak Israelgo lehen ministro laboristarekin,n,eus-30-06272290-n
1325,zerrenda,18,egunkarietan maiz agertzen dira zerrenda bat edo bi galesez,n,eus-30-06268567-n
1326,artikulu,7,"errezetak ematea ez da artikulu honen helburua, aldiz, informatikak hizkuntzen ikaskuntza arloari eskaintzen dizkion posibilitateen ikuspegi orokorra izatea da",n,eus-30-06268096-n
1327,egunkari,4,berriro irakurri eta iruzkindu zituzten egunkari milandarreko artikuluak,n,eus-30-06267145-n
1328,prentsa,4,"kaleratutako Agiriaren kopia bat bidaltzen dizuegu, prentsan agertu arren zuzenean zuei helaraztea merezi duelakoan",n,eus-30-06263369-n
1329,multimedia,1,laguntzak jasotzeko aukera izango dute homologatutako sistema multimedia bitartez euskara ikasten ari direnek,n,eus-30-06261744-n
1330,orri,4,The Washington Postek ez du albistea lehen orrian ematen,n,eus-30-06255777-n
1331,paper,13,"sarean dagoen informazio gehiena, pantaila batean paperean baino askoz okerrago irakurtzen da",n,eus-30-06255613-n
1332,aire,10,"Joanesek berak eten zituen bere oroitzapenak segundu batzuk barru -Bazkaldu ere, bazkaldu beharko dugu, ba, noizbait, e Felipe?- alai bat airera igorriz",n,eus-30-06255354-n
1333,aire,2,"Joanesek berak eten zituen bere oroitzapenak segundu batzuk barru -Bazkaldu ere, bazkaldu beharko dugu, ba, noizbait, e Felipe?- alai bat airera igorriz",n,eus-30-06255354-n
1334,mezu,1,Farrowren mezua hamargarren orrialdean zegoen bizkor idatzita,n,eus-30-06253690-n
1335,faxismo,1,"AEFko ordezkariak inoiz ez ziren errudun sentitu Alemaniako faxismoagatik, eta, beraz, beti ikusi zuten injustizia gisa Alemaniaren zatiketa",n,eus-30-06217944-n
1336,demokrazia,1,demokraziaren kontzeptu sakon horrekin segituz 1996an San Andresen lortutako akordioa bete beharko lukete,n,eus-30-06217103-n
1337,ikuspegi,4,"egun, mundua ulertzeko ikuspegi horrek ez du balio",n,eus-30-06208751-n
1338,errespetu,4,eraikitakoaren errespetoa funtsezkoa da hortik aurrera eraikitzeko,n,eus-30-06207561-n
1339,errespetu,3,"Rojok, ostera, errespetu handia dio Luis Costaren taldeari; izan ere, Zaragoza talde ona da eta kalitate handiko jokalariak ditu",n,eus-30-06206800-n
1340,maitasun,0,lau gudariok Euskal Herriaren independentzia eta sozialismoaren aldeko borrokan erakutsitako grina eta maitasuna ETAko kideontzat eredu eta etsenplu izanen dira,n,eus-30-06200344-n
1341,joera,4,"Bartzelonako Unibertsitateko irakasleak atzokoan esan zuenez, orain daukaten joera aldatzen ez bada, katalana eta euskara desagertu egingo dira datorren mendean",n,eus-30-06196584-n
1342,jarrera,5,euskararen ikaskuntza eta erabilera sustatzeari buruz biztanleriak dituen jarrerak aztertu dira,n,eus-30-06193203-n
1343,gramatika,1,"yadnikek eta eskaintzaileek, gramatikarik ez badakite ere, hitzik egokienak erabiltzen dituzte",n,eus-30-06174404-n
1344,literatura,2,"batxilergorako aukera bati buruz prestakuntza ttiki bat egiten du garaztar apaiz batek, literaturako testu batzuk aurkeztuz ikasle zuberotar eta baxe-nabartarrei",n,eus-30-06169488-n
1345,zuzenbide,6,errefuxiatuen estatutua gaurko nazioarteko zuzenbidean izeneko hitzaldia eman zuen fakultateko ikasleen aurrean,n,eus-30-06161718-n
1346,historia,2,"historiari begiratzen badiogu, ikusten da porrot ugari egin direla egia absolutuaren izenean",n,eus-30-06156752-n
1347,historia,1,"ikasgai humanistak etika, historia, erretorika eta poesia ziren",n,eus-30-06155567-n
1348,estrategia,3,Txinan enperadoreen dinastietatik dator estrategiarekiko zaletasun eta ikerketa,n,eus-30-06152734-n
1349,ekonomia,3,"ikasle-talde batek arazo hori alderdi guztietatik arakatu beharko du, sozial, ekonomia, politika, ius, e.a.",n,eus-30-06149484-n
1350,antropologia,1,"antropologia, gizona estudiatzeko zientzia denez, lotsagarria izan da politikaz nahasturik eman zaion tratamentua",n,eus-30-06143546-n
1351,teknologia,2,"Hezkuntza Sistemaren Antolamendu Orokorrerako Legearen bertutetariko bat, eskema hoiek gainditzea izan zen eta teknologia gaia hezkuntza maila desberdinetan sartzea",n,eus-30-06125041-n
1352,aeronautika,1,"pista gainean atzemandako burdin zatia, aeronautikako pieza bat dela baietsi ahal dugu",n,eus-30-06096913-n
1353,fisika,1,"fisika modernoaren teoria mikroskopikoak eta uhin-teoriak garatzen ari dira, elektromagnetismoaren teoria eta teknika makroskopikoak atzean utziz",n,eus-30-06090869-n
1354,psikoanalisi,1,"baina, hala ere, harreman politiko eta sozialen giltza subkontziente eta psikoanalisiaren argitan azaldu nahi dutenei ez diet sinesgarritasunik eskaintzen",n,eus-30-00704305-n
1355,psikiatria,1,Leopoldo Maria Panero: Psikiatria medikamenduak baino ez dira,n,eus-30-06055946-n
1356,matematika,1,"ikus dezakezuen bezala, matematikako koadernoan neurrien ariketak daude",n,eus-30-06000644-n
1357,zientzia,3,"zientzian eta garapenean sinesten duenak, problema guztien soluzioan sinesten du",n,eus-30-05999797-n
1358,arlo,2,astean bi egunetan 5 eta 6 urtekoekin musikako arlo desberdinak lantzen ditu,n,eus-30-05815517-n
1359,esparru,13,Mephisto lana giza konpromisozko antzerki esparruan kokatzen da,n,eus-30-05815517-n
1360,esparru,5,Mephisto lana giza konpromisozko antzerki esparruan kokatzen da,n,eus-30-05996646-n
1361,gai,19,zein gairen ingurukoa da haren doktoregotza?,n,eus-30-05996646-n
1362,gai,19,"iritzi honek, duela 30 urte zientziaren eremuan gailendu zelarik, eragozpen handi samarrak ezarri zizkion biziaren jatorriaren arazoa argitzeari",n,eus-30-05996646-n
1363,gai,19,astean bi egunetan 5 eta 6 urtekoekin musikako arlo desberdinak lantzen ditu,n,eus-30-05996646-n
1364,esperientzia,2,erlijiozko esperientzia izan zuen,n,eus-30-05984584-n
1365,eskola,6,poligrafo alemaniar hau eskola handiko gizona zen,n,eus-30-05984287-n
1366,gauza,10,gauza mugen barnean egotea da,n,eus-30-05984182-n
1367,hitz,6,politikariek diotenez herriaren hitza errespetatu behar da,n,eus-30-05983654-n
1368,borondate,4,Trebiñoko alkateek eta zinegotziek pentsatzen dute Gaztela eta Leongo agintariek trebiñotarren borondatearen aurka gobernatzen dutela,n,eus-30-05983654-n
1369,ideia,5,"ez dute lortuko euskal sozialistak makurtzea, indar berberarekin jarraituko dugulako gure ideiak defenditzen",n,eus-30-05982915-n
1370,helburu,3,gure helburua haurrek sortzeko duten ahalmena deskribatzea eta ikertzea da,n,eus-30-05980875-n
1371,xede,3,"Elkarri-ren xedea bake prozesuaren, konponbideen eta normalizazio politikoaren oinarriak ezartzea da",n,eus-30-05980875-n
1372,helmuga,3,ezer egiten hasi aurretik helmuga gogoratu behar dugu,n,eus-30-05980875-n
1373,pentsamendu,4,"leialtasun horri esker, inor gutxik bezala ezagutzen ditu Fidelen ideiak eta pentsamendua",n,eus-30-05954481-n
1374,beldur,4,"horrenbesteko beldurra ematen dizu urak, Lorea?",n,eus-30-05951566-n
1375,iritzi,9,"politikaren aldetik ere ez zuten sekula haserrerik izan, nahiz eta laurak aski iritzi desberdineko izan",n,eus-30-05945642-n
1376,ikuspegi,6,"egun, mundua ulertzeko ikuspegi horrek ez du balio",n,eus-30-05945642-n
1377,itxaropen,1,norbait bizirik topatzeko itxaropenak oso urriak zirela azaldu zuten Indonesiako ofizialek,n,eus-30-05944958-n
1378,konfiantza,3,Sydneyra iritsi zenean ez zuen konfiantza askorik bere indarretan Joane Somarribak,n,eus-30-05943066-n
1379,eredu,12,"aipatutako Carey, Keneally, Malouf eta Witton gaur egungo idazle ezagunak dira, baina hauen aurretik, duela zenbait urte arte zenbait idazlek eredua ezarri dute",n,eus-30-05937112-n
1380,adibide,2,berriz ere garbi geratzen da gol gutxi jasotzean dagoela talde baten sendotasuna: Iruretaren Deportivo da adibiderik onena,n,eus-30-05937112-n
1381,ikuspegi,3,"honako hau, Saleko etxe gaineko terraza tipikoen ikuspegi bat da",n,eus-30-05933246-n
1382,irudi,11,"agertze eta desagertzeak mantso-mantso gertatzen ziren bere baitan, eta haien irudiak xehetasun berriez horniturik azaltzen zitzaizkion",n,eus-30-05930386-n
1383,paper,12,bere hurrengo western filmean errepartoko paper bana besterik ez die eskaini,n,eus-30-05929008-n
1384,irudi,10,orduan trumilka etorri zitzaizkion gogora auziaren irudiak,n,eus-30-05928118-n
1385,eredu,3,bere bulegoa ordenaren eredua zen,n,eus-30-05925366-n
1386,adibide,4,arrakastaren adibidea da horkoa,n,eus-30-05925366-n
1387,oinarri,11,sari garrantzitsuak irabazi eta filme ospetsuen oinarrian dauden eleberriak idazten dituzte,n,eus-30-05922809-n
1388,gai,18,betiko 'mutilak neska aurkitu du' bezalako gaia zen,n,eus-30-05920272-n
1389,bihotz,4,"hitz hauek bihotza erdiratzen didate eta nigarrez hipaka hasten naiz, hipaka!",n,eus-30-05919263-n
1390,oinarri,18,"gobernuak eta PSOEk jarritako oinarriei buruz, IUko buruzagiaren ustez indarkeriaren arazoa Konstituzioaren esparrutik heltzea egokia da",n,eus-30-05913842-n
1391,lege,2,"txirrindulariak beti ahalegintzen dira tropelari ihes egiten, baina ezin dute inoiz giza legea atzean utzi",n,eus-30-05913538-n
1392,proiektu,4,fakultatea eta Ilazki euskaltegiaren artean hasi berria den proiektuaren berri emango dugu,n,eus-30-05910453-n
1393,joko,14,"ohituta zegoen kobrantza egiterakoan galtzaileen jokutria haietara: ordaintzetik libratu nahi eta ezezagunarena, edo eroarena, edo filosofoarena egiten hasten baitziren guztiak",n,eus-30-05907682-n
1394,asmo,5,"hura guztia asmo itsusi bat zela adierazi zuen, eta ez zuela hartan zerikusirik gehiago izango",n,eus-30-05905802-n
1395,estrategia,2,"gure nondik-norakoak aztertuz eta beroriek oinarritzat hartuz, estrategia bat eraiki beharko genuke",n,eus-30-05905348-n
1396,sistema,5,"defentsan, 3-2-1 sistema erabiltzen dute, aurkariei baloia alde batetik bestera mugitzeko arazoak sortuz",n,eus-30-05902872-n
1397,politika,2,"Barakek Likuden politika egiten badu, ez du gure sostengua izango",n,eus-30-05901508-n
1398,programa,2,"gorri-berdeekin, azken 20 urteetako murrizketa programa antisozialena erabaki da",n,eus-30-05899087-n
1399,programa,1,"txirrindulariak berak kolpeak ditu gorputz osoan, baina, atseden egun batzuen ostean ere ez du bere programarekin jarraitu",n,eus-30-05898568-n
1400,plan,3,"portuko kostuen eta enpresen karga sozialen murrizketan datza, batik bat plana",n,eus-30-05898568-n
1401,ilusio,1,"ez egin ilusio handirik zuek, faltsuak izango direlako",n,eus-30-05896059-n
1402,baldintza,2,haustura hori egiteko Lizarrako Ituna apurtzea ezinbesteko baldintza da Espainiako gobernuburuarentzat,n,eus-30-05892651-n
1403,lege,1,"Ohmen legea, intentsitatea (ampereak) neurtzen ditu",n,eus-30-05872982-n
1404,bukaera,5,"liburuaren bukarean diozu: bi hilabete, bederatzi bat nazio eta bertoko kontzertu erraldoia behar izan zenituela",n,eus-30-05868477-n
1405,amaiera,6,lan horren emaitza da liburuari amaieran erantsi dioten terminologia hiztegia,n,eus-30-05868477-n
1406,hasiera,2,Euscal errico gasteriari zortzikoaren hasierako lerro hauek ezezkoaren alde hitz egiten dutela dirudi,n,eus-30-05868051-n
1407,sail,26,"lehiaketak lau sail izan zituen: pintura, eskultura, arkitektura eta argazkigintza",n,eus-30-05867413-n
1408,atal,6,azterketaren idatzizko atala,n,eus-30-05867413-n
1409,zati,25,lasterketa gelditu zuten unean tropela zatitan zegoen banatuta,n,eus-30-05867413-n
1410,puntu,3,bi lerrok elkar ukitzen duten puntua,n,eus-30-05865998-n
1411,maila,19,polinomio baten maila,n,eus-30-05861317-n
1412,gai,6,eragiketa algebraiko baten n graduko gaia,n,eus-30-05855904-n
1413,kopuru,6,formulazioa zein kopurua aldatzen dira neurketa tresna bakoitzaren arabera,n,eus-30-05855125-n
1414,gauza,9,"gure begiradak gurutzatu genituen, eta gauza arraro bat sentitu nuen nire gorputzaren barrenean",n,eus-30-05855004-n
1415,irakasle,5,liburuak izan ziren haren irakasle,n,eus-30-05854812-n
1416,gune,10,argudioaren gunea aldatu egin zen gerra aipatu bezain laster,n,eus-30-05853636-n
1417,maila,20,"Herri guztietan etengabe sortzen dira herri mailako ekimenak : sozialak , sindikalak , politikoak ...",n,eus-30-05853100-n
1418,aurpegi,17,errepresioaren aurpegiak ugariak direla esan zuen,n,eus-30-05850624-n
1419,nortasun,2,Euskal Herria izaera eta nortasun propioa duen subjektu politikotzat onartzen duen elkargune bat proposatu zuen Ibarretxek,n,eus-30-05849284-n
1420,ezaugarri,5,arakaturiko materialaren ezaugarriak 1. taulan adieraziko ditugu,n,eus-30-05849040-n
1421,muga,13,salatu zituzten puntuak hauexek dira: biltzeko eskubideari jarritako mugak eta badaezpadako atxiloketa 40 egunetakoa izatea,n,eus-30-05846355-n
1422,ohitura,10,azukre gehiegi duen janak osasunaren kalterako diren ohitura eskasak sortzen ditu,n,eus-30-05846054-n
1423,marka,9,Eusko Labelaren markak produktuaren kalitatea bermatzen du,n,eus-30-05845140-n
1424,mota,2,"poliziak kale borrokan erabili materiala aurkitu zuela esan zuen Ordezkaritzak: Trueno motako 13 pertado, beste sei Trueno Especial-ekoak eta beste hainbeste markarik gabeak",n,eus-30-05839024-n
1425,erabaki,4,Udalbiltzari buruzko EAJren eta EAren erabakia joan den larunbatean ezagutu zen,n,eus-30-05838176-n
1426,ideia,3,"gero ikusiko da zer gertatzen den, baina nik ez daramat aldez aurretik ideia jakinik",n,eus-30-05837850-n
1427,kezka,3,"momentu hartan, oporretako poztasuna kezka bihurtu zen",n,eus-30-05836921-n
1428,ideia,1,"asmoak eta ideiak asko dira, baina baliabide gutxi",n,eus-30-05833840-n
1429,pentsamendu,3,"pentsamendu txarrik ez dut izan ibilbidean, eta klubak eta fitxaketek ez didate burua nahastu",n,eus-30-05833840-n
1430,min,23,Aita Santuak minez jaso du Madrilen egin den eta hiru pertsona hil eta hainbat zauritu dituen atentatu berri hori,n,eus-30-05833683-n
1431,arazo,15,"presoen auziari herri gisa eman behar zaio aterabidea, Euskal Herriaren arazoa baita",n,eus-30-05833022-n
1432,kezka,2,"momentu hartan, oporretako poztasuna kezka bihurtu zen",n,eus-30-05832264-n
1433,froga,1,"enintzela etorriko?, hona froga, neu nauzu hemen!",n,eus-30-05824739-n
1434,ale,15,"basurdetara joan ginen, baina egun guztian alerik ikusi ez",n,eus-30-05822239-n
1435,adibide,1,"arazoa da ez daudela instituzioak arau horiek betetzen diren bermatzeko: NATOk ez du legitimitaterik Kosovoko auzian esku hartzeko, adibide bat jartzearren.",n,eus-30-05820620-n
1436,zio,8,zeintzuk dira infekzio hau sortu duten arrazoi ezagunak?,n,eus-30-05819149-n
1437,zio,8,"ekintza armatuaren zioen inguruan, berriz, ziurrenik ETAri iraultza zerga ez ordaintzeagatik izan dela esan zuen Enrique Villarrek",n,eus-30-05819149-n
1438,kasu,2,hau ez da kasua,n,eus-30-05817743-n
1439,egia,2,"komunikabideek ez dutela beren lana bete salatu du, hau da, debate eta ikuspuntuak plazaratzea; horren ordez, iritzi jakin eta bideratuak eman dituzte, egiak bailiran",n,eus-30-05819453-n
1440,neurri,6,berak ezin zuen sinistu kontadorearen neurria,n,eus-30-05816790-n
1441,datu,1,ikerketatik ateratako datuak honelako taula batean jar ditzakegu,n,eus-30-05816622-n
1442,informazio,1,kontsulta liburuetan informazioa jaso eta eztabaida ezazue,n,eus-30-05816287-n
1443,gai,5,poliziarentzako gaia da,n,eus-30-05814291-n
1444,gune,5,argudioaren gunea aldatu egin zen gerra aipatu bezain laster,n,eus-30-05812038-n
1445,bizitza,2,ezin zien bizitzaren zailtasunei aurre egin,n,eus-30-05810561-n
1446,bizi,2,milaka manifestarik salatu zuten agiriak ez dituela bizi baldintza hobeak ekarriko,n,eus-30-05810561-n
1447,mundu,3,bere mundua apurtu zitzaion,n,eus-30-05809878-n
1448,errealitate,4,"onartu behar da Espainian ez dagoela errealitate bakar bat, ez eta 17 ere, baizik eta lau",n,eus-30-05809878-n
1449,ohitura,8,"herri txikietan jo izan da normalean, baserritar antzinako kultura eta ohitura zaharrak",n,eus-30-05809745-n
1450,argi,6,zalantza horiek ezusteko bidetik lortu zuten argia,n,eus-30-05807933-n
1451,proba,2,"ez zuen etsi, eta beste mila proba egin zituen, harik eta ,egun batean, edabe haietako bat sagu bati eman, eta sagua hazten eta hazten hasi zitzaion arte",n,eus-30-05799212-n
1452,saio,2,"bere litografiako ezagupenen bidezko prozesu kimikoekin familiarizatuta, bere lehen saioak egiten ditu Judeako betunez estalitako eztainu-lamina leunduetan",n,eus-30-05798043-n
1453,azterketa,20,buztingintzaren inguruko azterketa ez dute behar bezain sakonki egin,n,eus-30-05797597-n
1454,ikerketa,8,talde honek ikerketan murgildurik dihardu 1988 urtetik Itziar Idiazabal irakaslearen gidaritzapean,n,eus-30-05797597-n
1455,azalpen,13,"PPk azalpenak eskatu dizkio Ibarretxeri, EAk larunbateko manifestazioan parte hartu zuelako",n,eus-30-05793000-n
1456,gustu,7,"beti ere zure gusturako, zibilizatua da inolako negoziaziorik nahi ez izatea",n,eus-30-05791602-n
1457,aukera,5,arazoa nahiko konpongaitza da eta hiru aukera besterik ez zaizkio hautematen,n,eus-30-05790944-n
1458,aukera,17,"xakean edo idazterakoan egiten den bezala, hainbat ahalbideren artean aukera bat egitean datza",n,eus-30-05790242-n
1459,ardura,14,ez da sumatzen behintzat beste lurralde batzuetan agertu den ardura eta Zuzenbide Pribatuko erakunde zibil propioak bultzatzeko gogo bizia,n,eus-30-05784831-n
1460,ondorio,2,"biziaren izaeraren inguruan erlijio guztien oinarrizko ondorioa, eta ezin da ondorio honetara ailegatzen ez den doktrina erlijiosorik bururatu",n,eus-30-05781541-n
1461,ondorio,1,behaketa hauek egin ondoren atera dituzun ondorioak idatz itzazu,n,eus-30-05780885-n
1462,aurreikuspen,4,honek 2. periodoan fabrikatu nahi den unitate-kopuruaren aurreikuspena egitera behartzen gaitu,n,eus-30-05775081-n
1463,lerro,23,"Annanen ekimenarekin bat egiteko proposamena jarri zuten mahai gainean EEBBek eta Parisek, hau da, orain arteko lerroa utzi eta irtenbide berrien bila hastekoa",n,eus-30-05773049-n
1464,pentsamendu,1,hizkuntzaren eta pentsamenduaren arteko loturarena Benjamin Whorf hizkuntzalariak eraman zuen azken muturreraino,n,eus-30-05770926-n
1465,amets,4,kantuetako batean Maiderrek maitasunezko bere amets bat kontatzen du,n,eus-30-05768806-n
1466,amets,3,"fruitu hura jasotzera zihoanean, itzarri eta eten egin zitzaion ametsa",n,eus-30-05768553-n
1467,esperientzia,1,esperientzia dugu irakaslerik onena,n,eus-30-05758059-n
1468,kultura,1,Gloria Castresana Waid du buru lehenengo erakundeak eta kultura du lan esparru,n,eus-30-05751794-n
1469,joera,3,"orain joera den bezala, bikote honek ere estilo asko nahastu ditu Alaitz eta Maider izeneko disko honetan",n,eus-30-05750163-n
1470,mugimendu,4,"Arrue anaiak, Zubiaurre anaiak eta beste pintore aipagarri asko sortu ziren mugimendu haren inguruan",n,eus-30-05750163-n
1471,proba,10,"Roissy aireportuko pistan ez zen egin eguneko hirugarren miaketa, sute bati aurre egiteko proba batez ordezkatua izan baitzen",n,eus-30-05738625-n
1472,autokritika,1,Lizarraren sinatzaileekiko autokritika ere egin du ELAko idazkariak,n,eus-30-05734477-n
1473,azterketa,22,"berandu, baina egin dute Miranderen Haur besoetako lanaren azterketa",n,eus-30-05734288-n
1474,kritika,1,Kant ospetsu bihurtu zen arrazoimen hutsaren kritika egin ostean,n,eus-30-05734018-n
1475,sistema,8,"zenbaitek pentsatu du, bi sistema zirela: bata ulermenerako eta bestea adierazpenerako",n,eus-30-05726596-n
1476,egitura,8,"alegiaren egitura bera, idazkera, gaia ukitzeko eta eramateko modua zeharo desberdinak dira",n,eus-30-05726345-n
1477,min,1,"erdilari nafarrak min apur bat nabaritu zuen herenegun arratsaldean, baina ez zion garrantzirik eman",n,eus-30-05724694-n
1478,zarata,3,"oihuak, kantak, entzuten ziren, emakumeen txilioak, ume harrotuen zarata",n,eus-30-05720248-n
1479,musika,2,musikaren eraginez loak hartu zuen,n,eus-30-05718556-n
1480,gustu,1,"edari hau santutzat eta balio handikotzat jotzen da sexu indarrerako, osasuntsua eta gustu atseginekoa",n,eus-30-05715283-n
1481,ardura,24,ez da sumatzen behintzat beste lurralde batzuetan agertu den ardura eta Zuzenbide Pribatuko erakunde zibil propioak bultzatzeko gogo bizia,n,eus-30-05706076-n
1482,kontzentrazio,7,"kontzentrazio eta pazientzia handiz jokatu behar dugu, atzealdean akatsik egin gabe",n,eus-30-05704266-n
1483,kasu,8,Jonasek kasu egin behar zien turistei,n,eus-30-05703956-n
1484,amets,2,baina amets edo zorabio dionisiakoan guzi honen barnea eta hondoa sumatzen du,n,eus-30-05700793-n
1485,kezka,1,"momentu hartan, oporretako poztasuna kezka bihurtu zen",n,eus-30-05700087-n
1486,zalantza,4,Tarragonako erlojupekoak argituko ditu Ulrrichen asmoen inguruko zalantza guztiak,n,eus-30-05698247-n
1487,segurtasun,14,Eurokopa hasi zenean segurtasun handirik ez zuten italiarrek hasiberriarekin,n,eus-30-05697135-n
1488,eragin,5,eta zergatik ez zen saiatu bere garaiko pertsonengan eragina izaten?,n,eus-30-05692910-n
1489,arazo,3,"urrundu, ez duzu ezagutuko sekula arazoa eta bera nolakoa den",n,eus-30-05687338-n
